gender;SeniorCitizen;Partner;Dependents;tenure;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;tenure_group;avg_charge_per_tenure;high_value_flag;service_density;y_true;y_prob;y_pred;Prediction_Type;Risk_Level;Estimated_Cost
Female;0;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;43,95;43,95;0-6;43,95;0;0;1;0,88;1;TP;High;0
Male;0;Yes;No;49;Yes;No;Fiber optic;No;Yes;No;No;Yes;Yes;Two year;Yes;Electronic check;94,80;4690,65;25-60;95,73;1;3;0;0,48;0;TN;Low;0
Male;0;Yes;Yes;71;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Two year;Yes;Bank transfer (automatic);106,00;7723,70;61-72;108,78;1;4;1;0,46;0;FN;Low;2000
Female;0;No;Yes;65;No;No phone service;DSL;No;Yes;No;Yes;Yes;No;Two year;No;Mailed check;45,25;2933,95;61-72;45,14;0;3;0;0,14;0;TN;Low;0
Female;0;Yes;Yes;14;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;18,80;255,55;13-24;18,25;0;0;0;0,08;0;TN;Low;0
Female;0;Yes;Yes;39;Yes;No;Fiber optic;No;No;Yes;Yes;No;No;Month-to-month;Yes;Bank transfer (automatic);81,50;3107,30;25-60;79,67;0;2;0;0,62;1;FP;Moderate;100
Female;0;No;No;11;Yes;No;DSL;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;64,90;716,10;7-12;65,10;0;2;0;0,80;1;FP;High;100
Female;0;No;No;20;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;44,35;927,15;13-24;46,36;0;0;0;0,81;1;FP;High;100
Male;0;Yes;Yes;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;Two year;Yes;Bank transfer (automatic);110,30;7966,90;61-72;110,65;1;5;0;0,28;0;TN;Low;0
Male;0;No;No;3;Yes;No;Fiber optic;No;No;Yes;No;No;Yes;Month-to-month;No;Credit card (automatic);85,70;256,75;0-6;85,58;0;2;0;0,88;1;FP;High;100
Male;0;No;Yes;15;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check;91,00;1430,05;13-24;95,34;0;2;0;0,90;1;FP;High;100
Male;0;Yes;Yes;72;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);20,30;1401,15;61-72;19,46;0;0;0;0,03;0;TN;Low;0
Male;0;Yes;Yes;65;Yes;No;DSL;Yes;No;No;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);74,80;4820,15;61-72;74,16;0;4;1;0,10;0;FN;Low;2000
Male;0;Yes;No;54;Yes;No;DSL;Yes;Yes;No;No;Yes;Yes;Two year;Yes;Bank transfer (automatic);74,55;4191,45;25-60;77,62;0;4;0;0,18;0;TN;Low;0
Male;0;Yes;Yes;60;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;No;One year;No;Electronic check;90,95;5453,40;25-60;90,89;1;3;1;0,52;1;TP;Moderate;0
Female;1;Yes;No;65;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);109,40;7227,45;61-72;111,19;1;5;0;0,58;1;FP;Moderate;100
Male;0;No;No;66;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;25,10;1697,70;61-72;25,72;0;0;0;0,05;0;TN;Low;0
Female;0;Yes;Yes;30;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;19,70;599,25;25-60;19,98;0;0;0;0,04;0;TN;Low;0
Female;0;No;No;11;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Credit card (automatic);20,05;237,70;7-12;21,61;0;0;0;0,20;0;TN;Low;0
Female;0;No;No;69;Yes;Yes;DSL;Yes;Yes;No;Yes;No;No;Two year;Yes;Mailed check;66,90;4577,90;61-72;66,35;0;3;0;0,12;0;TN;Low;0
Female;1;No;No;3;Yes;No;Fiber optic;No;No;Yes;No;No;No;Month-to-month;No;Mailed check;75,05;202,90;0-6;67,63;0;1;0;0,90;1;FP;High;100
Male;0;Yes;Yes;55;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;19,50;1026,35;25-60;18,66;0;0;0;0,08;0;TN;Low;0
Female;0;Yes;Yes;70;Yes;Yes;DSL;Yes;Yes;No;No;Yes;No;Two year;Yes;Credit card (automatic);69,20;4872,35;61-72;69,61;0;3;0;0,13;0;TN;Low;0
Male;0;Yes;No;55;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;One year;Yes;Electronic check;104,15;5743,05;25-60;104,42;1;4;1;0,65;1;TP;Moderate;0
Female;0;No;No;20;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Credit card (automatic);19,35;433,75;13-24;21,69;0;0;0;0,14;0;TN;Low;0
Male;1;Yes;No;69;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;One year;Yes;Mailed check;110,55;7610,10;61-72;110,29;1;5;0;0,53;1;FP;Moderate;100
Male;0;No;No;27;Yes;Yes;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Electronic check;81,30;2272,80;25-60;84,18;0;1;0;0,89;1;FP;High;100
Male;0;Yes;No;49;Yes;Yes;Fiber optic;Yes;Yes;No;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);93,85;4733,10;25-60;96,59;1;3;0;0,63;1;FP;Moderate;100
Female;0;Yes;No;19;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;86,85;1564,40;13-24;82,34;0;1;0;0,91;1;FP;High;100
Male;0;No;Yes;8;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20,35;178,70;7-12;22,34;0;0;0;0,43;0;TN;Low;0
Male;0;Yes;No;70;Yes;No;Fiber optic;Yes;Yes;Yes;Yes;No;Yes;Two year;No;Credit card (automatic);101,00;7085,50;61-72;101,22;1;5;0;0,25;0;TN;Low;0
Male;0;No;Yes;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;21,05;21,05;0-6;21,05;0;0;0;0,60;1;FP;Moderate;100
Male;0;No;No;51;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;No;One year;Yes;Credit card (automatic);81,15;4126,20;25-60;80,91;0;5;0;0,32;0;TN;Low;0
Female;0;No;No;3;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check;76,10;257,60;0-6;85,87;0;0;0;0,94;1;FP;High;100
Female;0;Yes;No;47;Yes;No;DSL;No;Yes;No;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);58,60;2723,40;25-60;57,94;0;2;0;0,62;1;FP;Moderate;100
Female;0;Yes;Yes;36;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);104,50;3684,95;25-60;102,36;1;4;0;0,66;1;FP;Moderate;100
Male;0;Yes;Yes;68;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;Two year;Yes;Electronic check;110,20;7467,50;61-72;109,82;1;5;0;0,38;0;TN;Low;0
Female;1;Yes;No;2;Yes;Yes;Fiber optic;No;No;Yes;No;No;No;Month-to-month;No;Electronic check;79,20;172,85;0-6;86,42;0;1;1;0,93;1;TP;High;0
Female;0;Yes;Yes;57;Yes;No;DSL;Yes;No;Yes;Yes;No;No;One year;Yes;Mailed check;59,30;3274,35;25-60;57,44;0;3;0;0,22;0;TN;Low;0
Male;0;Yes;Yes;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);114,45;8100,55;61-72;112,51;1;6;0;0,21;0;TN;Low;0
Male;0;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;No;Electronic check;79,60;79,60;0-6;79,60;0;1;1;0,94;1;TP;High;0
Male;0;No;Yes;68;Yes;Yes;DSL;Yes;Yes;No;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);86,50;5882,75;61-72;86,51;0;5;0;0,13;0;TN;Low;0
Male;0;No;No;13;Yes;No;DSL;No;No;No;Yes;No;No;Month-to-month;Yes;Mailed check;50,55;610,75;13-24;46,98;0;1;0;0,57;1;FP;Moderate;100
Male;0;Yes;No;71;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;Yes;Two year;No;Credit card (automatic);80,40;5727,15;61-72;80,66;0;5;0;0,10;0;TN;Low;0
Male;0;Yes;No;23;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Credit card (automatic);19,30;486,20;13-24;21,14;0;0;0;0,11;0;TN;Low;0
Male;0;No;No;1;Yes;Yes;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;50,15;50,15;0-6;50,15;0;0;0;0,92;1;FP;High;100
Female;0;Yes;No;15;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);20,45;330,80;13-24;22,05;0;0;0;0,44;0;TN;Low;0
Female;0;Yes;Yes;10;Yes;Yes;DSL;Yes;Yes;No;No;Yes;No;One year;No;Electronic check;70,30;676,15;7-12;67,61;0;3;0;0,37;0;TN;Low;0
Female;0;Yes;Yes;47;Yes;No;DSL;No;Yes;No;Yes;No;Yes;Two year;No;Bank transfer (automatic);63,80;3007,25;25-60;63,98;0;3;0;0,17;0;TN;Low;0
Male;0;Yes;Yes;69;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);81,95;5601,40;61-72;81,18;0;5;0;0,16;0;TN;Low;0
Male;1;Yes;No;4;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;70,20;280,35;0-6;70,09;0;0;0;0,94;1;FP;High;100
Female;0;Yes;Yes;61;No;No phone service;DSL;Yes;Yes;No;Yes;No;Yes;One year;Yes;Bank transfer (automatic);50,70;3088,75;61-72;50,64;0;4;0;0,25;0;TN;Low;0
Male;0;No;No;20;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;Yes;Credit card (automatic);90,70;1781,35;13-24;89,07;0;2;0;0,81;1;FP;High;100
Female;0;No;No;7;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;69,90;497,30;7-12;71,04;0;0;0;0,85;1;FP;High;100
Male;0;No;No;15;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19,75;311,60;13-24;20,77;0;0;0;0,46;0;TN;Low;0
Male;1;No;No;1;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;93,55;93,55;0-6;93,55;0;2;1;0,95;1;TP;High;0
Female;0;Yes;No;65;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;No;One year;Yes;Bank transfer (automatic);100,15;6643,50;61-72;102,21;1;4;0;0,38;0;TN;Low;0
Female;0;No;Yes;4;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;No;Month-to-month;No;Bank transfer (automatic);84,05;333,55;0-6;83,39;0;2;1;0,86;1;TP;High;0
Female;0;Yes;Yes;71;Yes;No;Fiber optic;No;No;Yes;No;No;No;Two year;No;Electronic check;76,05;5436,45;61-72;76,57;0;1;0;0,32;0;TN;Low;0
Female;1;Yes;Yes;48;Yes;No;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;104,50;5068,05;25-60;105,58;1;5;0;0,68;1;FP;Moderate;100
Female;0;Yes;Yes;72;Yes;Yes;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);84,20;5986,55;61-72;83,15;0;5;0;0,09;0;TN;Low;0
Female;0;Yes;Yes;25;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;20,10;486,05;25-60;19,44;0;0;0;0,04;0;TN;Low;0
Female;0;Yes;Yes;6;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;45,50;285,20;0-6;47,53;0;0;0;0,83;1;FP;High;100
Female;0;Yes;No;55;Yes;Yes;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Electronic check;77,75;4458,15;25-60;81,06;0;1;1;0,86;1;TP;High;0
Male;0;Yes;Yes;48;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);111,80;5443,65;25-60;113,41;1;6;0;0,30;0;TN;Low;0
Female;0;Yes;Yes;18;Yes;No;DSL;Yes;Yes;No;Yes;No;No;One year;Yes;Mailed check;61,50;1087,45;13-24;60,41;0;3;0;0,27;0;TN;Low;0
Female;1;Yes;No;54;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;One year;Yes;Bank transfer (automatic);115,60;6431,05;25-60;119,09;1;6;0;0,51;1;FP;Moderate;100
Male;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20,20;20,20;0-6;20,20;0;0;0;0,68;1;FP;Moderate;100
Male;0;No;No;27;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;No;Mailed check;50,35;1411,35;25-60;52,27;0;1;0;0,53;1;FP;Moderate;100
Female;1;Yes;No;12;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;98,10;1060,20;7-12;88,35;0;3;1;0,91;1;TP;High;0
Male;0;No;Yes;50;No;No phone service;DSL;Yes;Yes;No;No;Yes;No;One year;Yes;Bank transfer (automatic);43,05;2208,05;25-60;44,16;0;3;0;0,30;0;TN;Low;0
Female;0;Yes;No;16;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;No;No;Month-to-month;No;Electronic check;90,70;1374,90;13-24;85,93;0;3;0;0,71;1;FP;Moderate;100
Male;0;Yes;No;12;Yes;No;DSL;No;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;74,15;741,40;7-12;61,78;0;4;0;0,61;1;FP;Moderate;100
Female;0;No;No;32;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;101,35;3334,90;25-60;104,22;1;3;0;0,89;1;FP;High;100
Male;0;Yes;Yes;21;Yes;Yes;DSL;Yes;Yes;No;Yes;Yes;No;One year;No;Mailed check;77,50;1625,00;13-24;77,38;0;4;1;0,30;0;FN;Low;2000
Female;0;Yes;Yes;52;Yes;No;Fiber optic;No;Yes;Yes;Yes;No;No;Month-to-month;No;Bank transfer (automatic);85,80;4433,30;25-60;85,26;0;3;0;0,55;1;FP;Moderate;100
Male;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Electronic check;19,20;19,20;0-6;19,20;0;0;0;0,51;1;FP;Moderate;100
Female;0;Yes;Yes;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Electronic check;20,00;20,00;0-6;20,00;0;0;0;0,54;1;FP;Moderate;100
Female;0;No;No;58;Yes;No;DSL;Yes;Yes;Yes;Yes;No;No;Two year;Yes;Credit card (automatic);64,90;3795,45;25-60;65,44;0;4;0;0,14;0;TN;Low;0
Male;0;Yes;Yes;68;Yes;No;Fiber optic;Yes;Yes;No;Yes;No;Yes;Two year;No;Bank transfer (automatic);95,10;6683,40;61-72;98,29;1;4;0;0,26;0;TN;Low;0
Male;0;No;No;23;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Mailed check;104,05;2470,10;13-24;107,40;0;4;1;0,71;1;TP;Moderate;0
Male;0;Yes;Yes;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);114,30;8058,55;61-72;111,92;1;6;0;0,20;0;TN;Low;0
Female;0;Yes;Yes;4;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;No;Electronic check;50,30;217,10;0-6;54,27;0;1;0;0,75;1;FP;Moderate;100
Female;0;No;No;2;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;90,40;168,20;0-6;84,10;0;2;1;0,95;1;TP;High;0
Female;0;No;No;62;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);19,20;1123,65;61-72;18,12;0;0;0;0,06;0;TN;Low;0
Male;0;Yes;No;27;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);19,55;520,55;25-60;19,28;0;0;0;0,06;0;TN;Low;0
Female;0;Yes;Yes;54;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);91,30;4965,00;25-60;91,94;1;6;0;0,15;0;TN;Low;0
Female;0;No;No;41;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;106,30;4443,45;25-60;108,38;1;4;1;0,87;1;TP;High;0
Female;0;Yes;Yes;61;Yes;No;DSL;No;No;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);73,80;4616,05;61-72;75,67;0;4;0;0,16;0;TN;Low;0
Female;0;No;No;1;No;No phone service;DSL;No;No;No;No;No;No;One year;No;Mailed check;25,85;25,85;0-6;25,85;0;0;0;0,60;1;FP;Moderate;100
Male;0;Yes;Yes;10;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Credit card (automatic);20,05;218,50;7-12;21,85;0;0;0;0,44;0;TN;Low;0
Male;1;No;No;45;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);93,90;4200,25;25-60;93,34;1;2;0;0,79;1;FP;High;100
Female;0;Yes;Yes;48;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);20,65;1057,00;25-60;22,02;0;0;0;0,04;0;TN;Low;0
Male;0;No;No;70;No;No phone service;DSL;No;No;No;Yes;No;Yes;Two year;Yes;Mailed check;40,05;2799,75;61-72;40,00;0;2;0;0,18;0;TN;Low;0
Male;0;No;No;2;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Mailed check;70,70;129,20;0-6;64,60;0;0;0;0,90;1;FP;High;100
Male;0;No;Yes;8;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Bank transfer (automatic);19,45;159,20;7-12;19,90;0;0;0;0,45;0;TN;Low;0
Female;0;Yes;Yes;45;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);24,65;1138,80;25-60;25,31;0;0;0;0,04;0;TN;Low;0
Female;0;No;No;15;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;101,25;1457,25;13-24;97,15;0;4;1;0,90;1;TP;High;0
Male;0;No;No;30;Yes;No;Fiber optic;No;Yes;No;No;Yes;Yes;One year;Yes;Bank transfer (automatic);97,00;3021,30;25-60;100,71;1;3;0;0,60;1;FP;Moderate;100
Male;0;No;No;12;No;No phone service;DSL;Yes;Yes;No;Yes;Yes;No;Month-to-month;Yes;Bank transfer (automatic);50,95;605,75;7-12;50,48;0;4;0;0,50;0;TN;Low;0
Female;0;No;No;35;Yes;Yes;Fiber optic;No;Yes;No;Yes;No;No;Month-to-month;No;Credit card (automatic);85,30;2917,50;25-60;83,36;0;2;1;0,60;1;TP;Moderate;0
Male;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19,40;19,40;0-6;19,40;0;0;1;0,65;1;TP;Moderate;0
Male;0;Yes;Yes;22;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;20,15;419,90;13-24;19,09;0;0;0;0,09;0;TN;Low;0
Male;0;No;Yes;17;Yes;No;DSL;No;No;No;No;No;No;One year;No;Mailed check;44,60;681,40;13-24;40,08;0;0;0;0,48;0;TN;Low;0
Female;0;No;No;41;Yes;Yes;DSL;Yes;No;Yes;Yes;No;Yes;Month-to-month;Yes;Bank transfer (automatic);74,65;3090,65;25-60;75,38;0;4;0;0,45;0;TN;Low;0
Female;0;Yes;Yes;55;Yes;Yes;DSL;Yes;Yes;No;Yes;No;Yes;One year;Yes;Bank transfer (automatic);75,75;4264,25;25-60;77,53;0;4;0;0,29;0;TN;Low;0
Male;0;No;No;37;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;One year;Yes;Credit card (automatic);104,50;3778,00;25-60;102,11;1;4;0;0,60;1;FP;Moderate;100
Female;1;Yes;No;44;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Month-to-month;No;Electronic check;104,15;4495,65;25-60;102,17;1;4;0;0,75;1;FP;Moderate;100
Male;0;Yes;No;61;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;One year;Yes;Bank transfer (automatic);96,50;5673,70;61-72;93,01;1;2;0;0,58;1;FP;Moderate;100
Female;0;No;No;18;Yes;No;Fiber optic;Yes;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;96,05;1740,70;13-24;96,71;0;3;1;0,80;1;TP;High;0
Male;0;Yes;Yes;72;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);25,10;1790,80;61-72;24,87;0;0;0;0,04;0;TN;Low;0
Male;0;No;No;47;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;Yes;One year;Yes;Bank transfer (automatic);86,95;4138,90;25-60;88,06;0;6;0;0,38;0;TN;Low;0
Female;0;Yes;Yes;61;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;24,10;1551,60;61-72;25,44;0;0;0;0,04;0;TN;Low;0
Female;0;No;No;3;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check;44,60;122,70;0-6;40,90;0;0;0;0,91;1;FP;High;100
Female;0;Yes;No;49;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);20,15;973,35;25-60;19,86;0;0;0;0,06;0;TN;Low;0
Male;1;Yes;No;16;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;98,75;1587,55;13-24;99,22;0;3;1;0,91;1;TP;High;0
Female;0;No;No;12;Yes;No;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check;84,60;1017,35;7-12;84,78;0;2;0;0,91;1;FP;High;100
Male;0;Yes;Yes;56;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;103,20;5873,75;25-60;104,89;1;4;0;0,46;0;TN;Low;0
Male;0;Yes;No;41;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;80,25;3439,00;25-60;83,88;0;1;0;0,88;1;FP;High;100
Female;0;No;No;38;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;One year;Yes;Mailed check;89,10;3342,00;25-60;87,95;0;2;0;0,55;1;FP;Moderate;100
Female;0;Yes;Yes;70;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);113,05;7869,05;61-72;112,42;1;6;0;0,24;0;TN;Low;0
Male;0;No;No;19;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;19,95;373,50;13-24;19,66;0;0;0;0,08;0;TN;Low;0
Male;0;Yes;No;8;Yes;No;DSL;No;Yes;Yes;No;No;No;Month-to-month;Yes;Mailed check;54,75;445,85;7-12;55,73;0;2;0;0,71;1;FP;Moderate;100
Female;0;No;No;40;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);20,60;827,30;25-60;20,68;0;0;0;0,06;0;TN;Low;0
Male;0;No;No;1;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;79,55;79,55;0-6;79,55;0;1;1;0,95;1;TP;High;0
Female;0;No;No;64;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);115,10;7334,05;61-72;114,59;1;6;0;0,32;0;TN;Low;0
Female;0;Yes;No;43;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;No;Electronic check;80,45;3398,90;25-60;79,04;0;1;0;0,84;1;FP;High;100
Male;0;No;Yes;71;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;24,35;1654,60;61-72;23,30;0;0;0;0,04;0;TN;Low;0
Female;0;Yes;No;15;Yes;No;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;84,30;1308,40;13-24;87,23;0;2;1;0,90;1;TP;High;0
Female;0;Yes;No;15;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;No;Bank transfer (automatic);75,35;1114,55;13-24;74,30;0;1;0;0,81;1;FP;High;100
Female;0;No;No;6;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;No;Electronic check;89,30;577,60;0-6;96,27;0;2;1;0,93;1;TP;High;0
Female;0;Yes;No;44;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;96,10;4364,10;25-60;99,18;1;2;1;0,89;1;TP;High;0
Male;0;Yes;No;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);89,05;6254,45;61-72;86,87;0;6;0;0,10;0;TN;Low;0
Male;0;Yes;Yes;2;Yes;No;Fiber optic;Yes;No;No;No;Yes;Yes;Month-to-month;No;Electronic check;97,10;184,15;0-6;92,08;0;3;0;0,80;1;FP;High;100
Female;0;Yes;No;4;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;25,15;99,95;0-6;24,99;0;0;0;0,89;1;FP;High;100
Male;1;Yes;No;30;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);50,40;1527,50;25-60;50,92;0;1;1;0,62;1;TP;Moderate;0
Male;0;Yes;No;64;Yes;Yes;DSL;Yes;No;No;No;Yes;No;One year;Yes;Credit card (automatic);66,15;4392,50;61-72;68,63;0;2;0;0,27;0;TN;Low;0
Female;0;Yes;No;64;Yes;No;Fiber optic;Yes;No;No;Yes;Yes;Yes;One year;Yes;Mailed check;96,90;6314,35;61-72;98,66;1;4;0;0,47;0;TN;Low;0
Male;0;No;No;15;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;76,00;1130,85;13-24;75,39;0;0;1;0,85;1;TP;High;0
Male;1;No;No;8;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;69,70;572,85;7-12;71,61;0;0;0;0,91;1;FP;High;100
